ip_address,minute,requests_per_min,unique_endpoints,error_rate,avg_response_size,burst_rate,login_attempts,protocol_http,same_endpoint_ratio,attack_type,label
192.168.7.175,2026-04-02 08:25,53,8,0.032,855,4,0,1,0.015,Normal,0
192.168.1.54,2026-04-02 08:56,48,4,0.042,1481,6,1,1,0.028,Normal,0
192.168.6.147,2026-04-02 08:54,91,79,0.352,1256,10,5,1,0.17,Scanning,1
192.168.8.244,2026-04-02 08:02,103,2,0.827,210,29,76,1,0.756,BruteForce,1
192.168.9.33,2026-04-02 08:06,59,11,0.098,829,3,2,1,0.26,Normal,0
192.168.10.15,2026-04-02 08:47,40,9,0.067,831,1,1,1,0.076,Normal,0
192.168.8.77,2026-04-02 08:09,58,14,0.087,1044,1,0,1,0.065,Normal,0
192.168.5.11,2026-04-02 08:54,27,7,0.022,1070,5,2,1,0.226,Normal,0
192.168.4.208,2026-04-02 08:15,65,2,0.771,275,31,123,1,0.694,BruteForce,0
192.168.8.2,2026-04-02 08:32,22,7,0.013,1253,9,2,1,0.257,Normal,0
192.168.4.165,2026-04-02 08:53,140,2,0.65,350,59,123,1,0.716,BruteForce,1
192.168.2.47,2026-04-02 08:58,51,3,0.019,1410,1,0,1,0.237,Normal,0
192.168.10.109,2026-04-02 08:34,10,14,0.042,954,10,0,1,0.13,Normal,0
192.168.5.38,2026-04-02 08:03,50,7,0.053,1012,3,1,1,0.031,Normal,0
192.168.2.205,2026-04-02 08:02,16,12,0.066,954,2,1,1,0.293,Normal,0
192.168.10.89,2026-04-02 08:52,124,1,0.691,531,33,51,1,0.956,BruteForce,1
192.168.6.135,2026-04-02 08:45,170,1,0.908,461,38,61,1,0.664,BruteForce,1
192.168.4.155,2026-04-02 08:21,379,4,0.215,307,101,0,1,0.937,DDoS,1
192.168.6.196,2026-04-02 08:01,165,77,0.13,1170,19,2,1,0.009,Scanning,1
192.168.1.245,2026-04-02 08:07,20,3,0.078,753,3,0,1,0.229,Normal,0
192.168.5.236,2026-04-02 08:44,58,7,0.083,307,10,1,1,0.129,Normal,0
192.168.2.242,2026-04-02 08:56,17,4,0.078,1397,2,0,1,0.032,Normal,0
192.168.3.23,2026-04-02 08:17,25,13,0.053,490,5,0,1,0.094,Normal,0
192.168.3.1,2026-04-02 08:17,37,11,0.096,654,5,2,1,0.12,Normal,0
192.168.7.76,2026-04-02 08:25,15,2,0.055,625,8,1,1,0.07,Normal,0
192.168.8.229,2026-04-02 08:02,984,2,0.244,138,130,0,1,0.895,DDoS,1
192.168.9.104,2026-04-02 08:45,59,2,0.755,264,39,93,1,0.767,BruteForce,1
192.168.6.107,2026-04-02 08:31,301,3,0.248,297,138,0,1,0.73,DDoS,1
192.168.2.152,2026-04-02 08:54,41,2,0.043,467,4,1,1,0.078,Normal,0
192.168.5.91,2026-04-02 08:58,176,2,0.713,463,56,77,1,0.991,BruteForce,1
192.168.5.198,2026-04-02 08:43,53,13,0.035,1200,6,2,1,0.017,Normal,0
192.168.8.233,2026-04-02 08:05,47,7,0.051,548,9,0,1,0.088,Normal,0
192.168.3.92,2026-04-02 08:53,15,2,0.027,1059,6,0,1,0.087,Normal,0
192.168.6.247,2026-04-02 08:25,38,12,0.096,399,9,2,1,0.106,Normal,0
192.168.4.172,2026-04-02 08:15,45,14,0.021,1068,2,0,1,0.161,Normal,0
192.168.5.173,2026-04-02 08:35,139,2,0.588,226,52,102,1,0.916,BruteForce,1
192.168.1.25,2026-04-02 08:57,18,10,0.079,969,10,2,1,0.296,Normal,0
192.168.6.6,2026-04-02 08:43,543,2,0.074,361,127,0,1,0.927,DDoS,1
192.168.4.103,2026-04-02 08:28,194,2,0.796,569,29,84,1,0.956,BruteForce,1
192.168.7.144,2026-04-02 08:33,54,8,0.04,756,4,0,1,0.001,Normal,0
192.168.1.213,2026-04-02 08:01,28,12,0.002,891,4,1,1,0.281,Normal,0
192.168.9.202,2026-04-02 08:14,71,1,0.942,495,60,84,1,0.808,BruteForce,1
192.168.3.212,2026-04-02 08:44,1029,3,0.275,387,135,0,1,0.722,DDoS,1
192.168.8.239,2026-04-02 08:08,154,76,0.199,1124,21,4,1,0.024,Scanning,1
192.168.1.130,2026-04-02 08:06,59,10,0.043,205,7,2,1,0.149,Normal,0
192.168.6.205,2026-04-02 08:53,44,7,0.034,414,8,2,1,0.061,Normal,0
192.168.8.7,2026-04-02 08:27,7,11,0.005,735,4,1,1,0.104,Normal,0
192.168.9.44,2026-04-02 08:36,54,7,0.07,1178,3,1,1,0.237,Normal,0
192.168.10.9,2026-04-02 08:08,819,1,0.216,400,197,0,1,0.865,DDoS,1
192.168.3.84,2026-04-02 08:12,53,14,0.078,1018,9,2,1,0.277,Normal,0
192.168.7.96,2026-04-02 08:50,29,9,0.087,973,7,0,1,0.205,Normal,1
192.168.8.246,2026-04-02 08:17,93,3,0.734,247,33,110,1,0.89,BruteForce,1
192.168.6.143,2026-04-02 08:12,28,14,0.014,1433,9,1,1,0.15,Normal,0
192.168.8.6,2026-04-02 08:05,20,8,0.019,1474,5,1,1,0.046,Normal,0
192.168.1.124,2026-04-02 08:50,11,6,0.042,375,2,2,1,0.043,Normal,0
192.168.7.102,2026-04-02 08:47,50,11,0.097,364,9,0,1,0.263,Normal,0
192.168.4.184,2026-04-02 08:41,59,13,0.005,945,2,2,1,0.11,Normal,0
192.168.4.34,2026-04-02 08:02,17,15,0.04,1490,2,2,1,0.176,Normal,0
192.168.4.104,2026-04-02 08:30,49,5,0.031,1391,6,1,1,0.166,Normal,0
192.168.7.214,2026-04-02 08:59,134,2,0.779,226,57,144,1,0.667,BruteForce,1
192.168.9.201,2026-04-02 08:16,28,11,0.038,1364,4,0,1,0.099,Normal,0
192.168.9.210,2026-04-02 08:10,29,5,0.052,1218,9,0,1,0.184,Normal,0
192.168.7.44,2026-04-02 08:40,53,6,0.045,1331,7,0,1,0.177,Normal,0
192.168.5.172,2026-04-02 08:26,36,5,0.054,1369,10,1,1,0.073,Normal,0
192.168.9.201,2026-04-02 08:09,36,7,0.091,1228,6,1,1,0.081,Normal,0
192.168.7.1,2026-04-02 08:23,51,2,0.098,1420,1,2,1,0.041,Normal,0
192.168.5.181,2026-04-02 08:13,183,2,0.673,275,23,148,1,0.706,BruteForce,1
192.168.10.158,2026-04-02 08:35,184,2,0.402,267,35,107,1,0.643,BruteForce,1
192.168.2.27,2026-04-02 08:33,1048,2,0.135,106,88,0,1,0.893,DDoS,1
192.168.5.194,2026-04-02 08:41,35,13,0.013,575,10,2,1,0.025,Normal,0
192.168.4.166,2026-04-02 08:51,49,3,0.045,244,7,2,1,0.104,Normal,0
192.168.10.149,2026-04-02 08:12,50,3,0.08,785,10,0,1,0.28,Normal,0
192.168.5.89,2026-04-02 08:30,937,3,0.178,292,109,0,1,0.806,DDoS,1
192.168.8.40,2026-04-02 08:55,17,8,0.08,303,9,0,1,0.172,Normal,0
192.168.9.36,2026-04-02 08:14,25,11,0.032,1004,10,2,1,0.253,Normal,0
192.168.9.204,2026-04-02 08:09,48,7,0.094,1106,3,0,1,0.215,Normal,0
192.168.7.222,2026-04-02 08:02,150,67,0.111,747,14,3,0,0.164,Scanning,1
192.168.1.169,2026-04-02 08:10,606,1,0.175,394,108,0,1,0.713,DDoS,1
192.168.4.173,2026-04-02 08:40,1079,3,0.164,299,157,0,1,0.726,DDoS,1
192.168.9.167,2026-04-02 08:49,57,10,0.018,736,8,0,1,0.027,Normal,0
192.168.4.95,2026-04-02 08:12,8,13,0.027,261,6,1,1,0.114,Normal,0
192.168.6.1,2026-04-02 08:03,18,15,0.002,1343,8,0,1,0.276,Normal,0
192.168.5.242,2026-04-02 08:50,41,8,0.073,1266,3,1,1,0.088,Normal,0
192.168.10.26,2026-04-02 08:17,443,1,0.056,230,83,0,1,0.84,DDoS,1
192.168.4.18,2026-04-02 08:15,50,4,0.001,1235,8,1,1,0.018,Normal,0
192.168.10.92,2026-04-02 08:42,22,4,0.073,1064,2,2,1,0.076,Normal,0
192.168.1.2,2026-04-02 08:50,53,10,0.002,1171,10,2,1,0.295,Normal,0
192.168.5.233,2026-04-02 08:18,49,10,0.051,983,1,1,1,0.218,Normal,0
192.168.3.73,2026-04-02 08:55,159,21,0.185,1380,13,0,0,0.012,Scanning,1
192.168.5.216,2026-04-02 08:56,37,10,0.015,921,10,1,1,0.299,Normal,0
192.168.7.178,2026-04-02 08:09,14,13,0.021,1049,7,1,1,0.163,Normal,0
192.168.6.228,2026-04-02 08:19,8,3,0.038,1153,10,0,1,0.11,Normal,0
192.168.2.167,2026-04-02 08:53,7,8,0.076,958,10,0,1,0.002,Normal,0
192.168.9.28,2026-04-02 08:12,31,8,0.077,1382,7,2,1,0.009,Normal,0
192.168.10.67,2026-04-02 08:30,17,10,0.081,1131,7,0,1,0.139,Normal,0
192.168.4.194,2026-04-02 08:10,788,3,0.176,152,123,0,1,0.861,DDoS,1
192.168.8.104,2026-04-02 08:46,30,4,0.002,267,9,0,1,0.252,Normal,0
192.168.6.88,2026-04-02 08:54,18,9,0.096,872,1,2,1,0.04,Normal,0
192.168.4.162,2026-04-02 08:31,151,2,0.436,469,40,75,1,0.733,BruteForce,1
192.168.7.221,2026-04-02 08:07,34,14,0.07,1071,10,0,1,0.136,Normal,1
192.168.6.199,2026-04-02 08:25,50,11,0.099,744,3,1,1,0.037,Normal,1
192.168.5.27,2026-04-02 08:20,119,51,0.205,1571,27,4,0,0.179,Scanning,1
192.168.5.105,2026-04-02 08:21,6,2,0.098,871,3,2,1,0.028,Normal,0
192.168.10.136,2026-04-02 08:14,52,12,0.088,398,2,0,1,0.006,Normal,0
192.168.2.23,2026-04-02 08:31,59,11,0.013,1359,3,0,1,0.209,Normal,0
192.168.8.221,2026-04-02 08:27,18,3,0.09,486,2,2,1,0.219,Normal,0
192.168.4.119,2026-04-02 08:02,29,2,0.091,1224,9,1,1,0.094,Normal,0
192.168.4.78,2026-04-02 08:35,23,11,0.045,612,5,1,1,0.024,Normal,0
192.168.8.102,2026-04-02 08:17,40,2,0.037,1159,1,0,1,0.291,Normal,1
192.168.8.201,2026-04-02 08:43,20,7,0.013,964,10,1,1,0.248,Normal,0
192.168.10.244,2026-04-02 08:31,25,7,0.008,1046,9,1,1,0.079,Normal,0
192.168.7.7,2026-04-02 08:50,19,10,0.035,219,6,0,1,0.228,Normal,0
192.168.2.189,2026-04-02 08:02,111,1,0.871,597,56,68,1,0.824,BruteForce,1
192.168.10.112,2026-04-02 08:49,45,15,0.049,386,8,1,1,0.123,Normal,0
192.168.3.239,2026-04-02 08:05,97,28,0.253,1727,10,3,0,0.07,Scanning,1
192.168.3.39,2026-04-02 08:59,503,4,0.081,282,154,0,1,0.747,DDoS,1
192.168.10.142,2026-04-02 08:49,26,9,0.023,234,9,0,1,0.25,Normal,0
192.168.3.228,2026-04-02 08:14,28,12,0.006,1288,4,0,1,0.074,Normal,0
192.168.3.117,2026-04-02 08:16,6,15,0.016,1417,7,2,1,0.113,Normal,0
192.168.10.93,2026-04-02 08:32,30,9,0.056,1124,6,1,1,0.268,Normal,0
192.168.9.183,2026-04-02 08:35,57,14,0.065,624,2,0,1,0.259,Normal,0
192.168.8.57,2026-04-02 08:46,33,4,0.002,680,8,1,1,0.066,Normal,0
192.168.10.35,2026-04-02 08:45,193,3,0.734,540,22,141,1,0.691,BruteForce,1
192.168.4.177,2026-04-02 08:59,56,7,0.041,418,3,1,1,0.195,Normal,0
192.168.1.171,2026-04-02 08:54,35,8,0.033,563,5,0,1,0.051,Normal,0
192.168.5.223,2026-04-02 08:06,74,3,0.598,324,43,65,1,0.626,BruteForce,1
192.168.7.38,2026-04-02 08:58,8,12,0.006,746,3,1,1,0.205,Normal,0
192.168.8.228,2026-04-02 08:01,20,8,0.04,285,10,2,1,0.247,Normal,0
192.168.10.231,2026-04-02 08:20,130,3,0.723,162,32,53,1,0.989,BruteForce,1
192.168.3.165,2026-04-02 08:12,30,11,0.078,605,3,1,1,0.095,Normal,0
192.168.9.138,2026-04-02 08:25,53,15,0.028,1456,9,1,1,0.23,Normal,0
192.168.5.96,2026-04-02 08:13,8,7,0.047,991,7,0,1,0.179,Normal,0
192.168.9.228,2026-04-02 08:27,9,9,0.026,865,3,1,1,0.068,Normal,0
192.168.6.14,2026-04-02 08:34,34,8,0.077,1489,9,0,1,0.262,Normal,0
192.168.6.211,2026-04-02 08:02,152,1,0.948,277,25,94,1,0.62,BruteForce,1
192.168.1.112,2026-04-02 08:57,6,9,0.092,841,10,1,1,0.172,Normal,0
192.168.1.225,2026-04-02 08:10,18,14,0.022,324,1,0,1,0.165,Normal,0
192.168.7.96,2026-04-02 08:03,151,2,0.799,226,35,125,1,0.716,BruteForce,1
192.168.1.238,2026-04-02 08:20,24,11,0.068,968,7,2,1,0.059,Normal,0
192.168.3.1,2026-04-02 08:41,33,3,0.009,905,3,0,1,0.214,Normal,0
192.168.6.186,2026-04-02 08:43,35,13,0.059,294,7,2,1,0.288,Normal,0
192.168.2.88,2026-04-02 08:57,34,11,0.084,376,10,1,1,0.026,Normal,0
192.168.1.137,2026-04-02 08:34,52,8,0.025,372,9,0,1,0.038,Normal,0
192.168.9.119,2026-04-02 08:48,27,2,0.053,1165,7,2,1,0.212,Normal,0
192.168.6.185,2026-04-02 08:43,644,2,0.218,236,116,0,1,0.981,DDoS,1
192.168.3.140,2026-04-02 08:41,23,7,0.01,871,5,1,1,0.134,Normal,0
192.168.8.71,2026-04-02 08:33,51,11,0.098,1274,10,1,1,0.294,Normal,0
192.168.1.8,2026-04-02 08:29,39,12,0.069,449,8,2,1,0.247,Normal,0
192.168.9.114,2026-04-02 08:12,1096,1,0.269,101,161,0,1,0.994,DDoS,1
192.168.3.175,2026-04-02 08:25,774,2,0.281,113,95,0,1,0.744,DDoS,1
192.168.10.80,2026-04-02 08:17,15,14,0.021,1199,7,1,1,0.127,Normal,0
192.168.7.118,2026-04-02 08:56,78,47,0.187,487,26,3,0,0.131,Scanning,1
192.168.7.127,2026-04-02 08:32,48,10,0.087,353,3,1,1,0.225,Normal,0
192.168.10.6,2026-04-02 08:04,47,6,0.019,521,4,2,1,0.014,Normal,0
192.168.10.155,2026-04-02 08:59,8,3,0.009,765,1,0,1,0.063,Normal,0
192.168.4.241,2026-04-02 08:58,592,3,0.085,281,188,0,1,0.757,DDoS,1
192.168.5.76,2026-04-02 08:32,34,12,0.094,1128,5,1,1,0.208,Normal,0
192.168.8.132,2026-04-02 08:58,48,12,0.089,455,7,0,1,0.185,Normal,0
192.168.8.32,2026-04-02 08:49,46,12,0.089,1054,3,1,1,0.272,Normal,0
192.168.6.64,2026-04-02 08:11,56,12,0.064,1065,7,0,1,0.268,Normal,0
192.168.1.75,2026-04-02 08:06,43,57,0.197,799,24,3,1,0.085,Scanning,1
192.168.4.245,2026-04-02 08:39,58,5,0.042,566,1,2,1,0.042,Normal,0
192.168.4.70,2026-04-02 08:24,144,63,0.307,1691,21,2,0,0.107,Scanning,1
192.168.2.237,2026-04-02 08:40,41,11,0.022,340,5,2,1,0.108,Normal,0
192.168.1.56,2026-04-02 08:21,434,3,0.065,218,175,0,1,0.904,DDoS,1
192.168.8.101,2026-04-02 08:01,109,62,0.188,382,20,4,0,0.064,Scanning,1
192.168.2.78,2026-04-02 08:49,135,1,0.563,574,48,52,1,0.961,BruteForce,1
192.168.2.226,2026-04-02 08:24,53,6,0.091,1061,5,0,1,0.147,Normal,0
192.168.10.172,2026-04-02 08:32,57,10,0.064,1269,10,1,1,0.03,Normal,0
192.168.8.98,2026-04-02 08:21,30,15,0.066,1170,3,2,1,0.066,Normal,0
192.168.9.195,2026-04-02 08:18,35,13,0.091,442,9,1,1,0.049,Normal,0
192.168.3.34,2026-04-02 08:08,17,12,0.06,1404,7,1,1,0.144,Normal,0
192.168.5.204,2026-04-02 08:57,18,8,0.05,527,9,1,1,0.295,Normal,0
192.168.7.137,2026-04-02 08:58,29,14,0.017,924,10,0,1,0.042,Normal,0
192.168.10.185,2026-04-02 08:16,38,4,0.016,230,6,0,1,0.028,Normal,0
192.168.1.143,2026-04-02 08:04,29,10,0.077,300,4,1,1,0.132,Normal,0
192.168.6.112,2026-04-02 08:39,30,13,0.044,991,6,0,1,0.149,Normal,0
192.168.4.54,2026-04-02 08:49,97,3,0.498,584,24,118,1,0.665,BruteForce,1
192.168.6.96,2026-04-02 08:47,91,1,0.712,205,50,129,1,0.872,BruteForce,1
192.168.9.125,2026-04-02 08:28,13,13,0.087,1056,7,0,1,0.089,Normal,0
192.168.1.121,2026-04-02 08:37,1007,2,0.244,102,200,0,1,0.729,DDoS,1
192.168.1.85,2026-04-02 08:00,324,2,0.147,127,80,0,1,0.714,DDoS,1
192.168.10.214,2026-04-02 08:17,1120,2,0.081,388,180,0,1,0.707,DDoS,1
192.168.5.130,2026-04-02 08:43,36,6,0.091,304,2,2,1,0.127,Normal,0
192.168.4.189,2026-04-02 08:01,43,5,0.013,523,8,0,1,0.162,Normal,0
192.168.8.153,2026-04-02 08:30,39,2,0.063,1377,4,2,1,0.043,Normal,0
192.168.2.26,2026-04-02 08:17,51,5,0.053,588,4,2,1,0.197,Normal,0
192.168.8.60,2026-04-02 08:54,56,8,0.063,581,7,1,1,0.009,Normal,0
192.168.4.44,2026-04-02 08:53,25,12,0.007,583,6,1,1,0.043,Normal,0
192.168.4.29,2026-04-02 08:49,41,13,0.05,447,9,2,1,0.249,Normal,0
192.168.10.59,2026-04-02 08:23,42,7,0.079,244,10,1,1,0.173,Normal,0
192.168.2.102,2026-04-02 08:37,28,10,0.001,689,10,2,1,0.05,Normal,0
192.168.7.104,2026-04-02 08:18,741,1,0.227,158,188,0,1,0.754,DDoS,1
192.168.4.199,2026-04-02 08:04,51,5,0.029,563,2,0,1,0.289,Normal,0
192.168.8.140,2026-04-02 08:07,18,8,0.01,706,5,0,1,0.135,Normal,0
192.168.2.15,2026-04-02 08:52,33,12,0.071,843,2,2,1,0.083,Normal,0
192.168.7.35,2026-04-02 08:00,785,2,0.186,155,133,0,1,0.837,DDoS,1
192.168.1.45,2026-04-02 08:46,1110,2,0.116,314,180,0,1,0.808,DDoS,1
192.168.8.15,2026-04-02 08:49,166,1,0.473,425,33,64,1,0.912,BruteForce,1
192.168.2.61,2026-04-02 08:15,29,11,0.036,805,5,0,1,0.293,Normal,0
192.168.5.87,2026-04-02 08:30,101,2,0.461,378,35,136,1,0.662,BruteForce,1
192.168.2.26,2026-04-02 08:57,24,14,0.074,1126,8,2,1,0.105,Normal,0
192.168.4.175,2026-04-02 08:47,20,12,0.01,1346,7,2,1,0.225,Normal,0
192.168.5.104,2026-04-02 08:40,10,6,0.087,1124,7,2,1,0.064,Normal,0
192.168.8.140,2026-04-02 08:14,56,2,0.061,1210,4,0,1,0.177,Normal,0
192.168.7.173,2026-04-02 08:34,42,12,0.014,733,5,1,1,0.094,Normal,0
192.168.5.119,2026-04-02 08:24,46,14,0.099,899,5,2,1,0.182,Normal,0
192.168.1.231,2026-04-02 08:05,399,1,0.096,186,149,0,1,0.762,DDoS,1
192.168.3.251,2026-04-02 08:59,35,5,0.08,1302,2,0,1,0.271,Normal,0
192.168.2.178,2026-04-02 08:52,24,5,0.076,820,4,2,1,0.191,Normal,0
192.168.3.239,2026-04-02 08:36,36,10,0.063,1274,2,1,1,0.14,Normal,0
192.168.4.173,2026-04-02 08:01,24,5,0.081,501,1,0,1,0.073,Normal,0
192.168.6.12,2026-04-02 08:28,6,5,0.02,556,4,1,1,0.216,Normal,0
192.168.1.139,2026-04-02 08:05,16,2,0.081,731,9,0,1,0.126,Normal,0
192.168.1.142,2026-04-02 08:35,23,13,0.094,1205,2,0,1,0.172,Normal,0
192.168.10.206,2026-04-02 08:58,5,5,0.025,825,5,1,1,0.269,Normal,0
192.168.7.187,2026-04-02 08:29,646,3,0.281,382,183,0,1,0.888,DDoS,1
192.168.5.216,2026-04-02 08:22,840,3,0.247,345,157,0,1,0.773,DDoS,0
192.168.1.16,2026-04-02 08:37,184,3,0.473,490,36,47,1,0.92,BruteForce,1
192.168.5.95,2026-04-02 08:21,5,10,0.059,496,1,0,1,0.152,Normal,0
192.168.3.217,2026-04-02 08:46,40,5,0.088,1227,10,1,1,0.202,Normal,0
192.168.9.227,2026-04-02 08:10,48,10,0.095,1411,10,1,1,0.266,Normal,0
192.168.6.145,2026-04-02 08:22,59,3,0.089,287,4,0,1,0.27,Normal,0
192.168.7.247,2026-04-02 08:44,128,71,0.209,465,10,1,1,0.002,Scanning,1
192.168.6.16,2026-04-02 08:22,19,8,0.009,1378,3,0,1,0.044,Normal,0
192.168.9.9,2026-04-02 08:47,141,1,0.82,554,39,70,1,0.92,BruteForce,1
192.168.3.79,2026-04-02 08:55,1085,2,0.227,255,190,0,1,0.908,DDoS,1
192.168.5.203,2026-04-02 08:44,44,6,0.047,364,3,2,1,0.018,Normal,0
192.168.7.220,2026-04-02 08:09,17,8,0.004,713,2,2,1,0.275,Normal,0
192.168.9.102,2026-04-02 08:07,538,3,0.14,150,185,0,1,0.762,DDoS,1
192.168.9.35,2026-04-02 08:51,46,15,0.035,565,9,1,1,0.159,Normal,0
192.168.3.127,2026-04-02 08:19,74,23,0.289,1834,16,3,1,0.125,Scanning,1
192.168.6.100,2026-04-02 08:36,1142,1,0.2,332,134,0,1,0.85,DDoS,1
192.168.3.36,2026-04-02 08:53,31,11,0.07,1249,5,2,1,0.164,Normal,0
192.168.7.153,2026-04-02 08:57,128,3,0.626,399,55,94,1,0.628,BruteForce,1
192.168.10.63,2026-04-02 08:08,53,13,0.043,1470,7,1,1,0.16,Normal,0
192.168.8.157,2026-04-02 08:00,803,1,0.233,386,163,0,1,0.918,DDoS,1
192.168.9.168,2026-04-02 08:03,51,2,0.025,440,9,1,1,0.052,Normal,0
192.168.5.129,2026-04-02 08:52,60,15,0.05,566,2,2,1,0.155,Normal,0
192.168.4.231,2026-04-02 08:36,16,9,0.002,447,7,1,1,0.23,Normal,0
192.168.10.195,2026-04-02 08:24,578,2,0.244,396,162,0,1,0.975,DDoS,1
192.168.4.70,2026-04-02 08:22,1118,3,0.198,320,83,0,1,0.987,DDoS,1
192.168.9.24,2026-04-02 08:50,406,4,0.053,244,154,0,1,0.896,DDoS,1
192.168.1.115,2026-04-02 08:55,96,73,0.137,1214,19,2,1,0.092,Scanning,1
192.168.5.175,2026-04-02 08:35,76,76,0.346,862,16,3,1,0.161,Scanning,1
192.168.1.25,2026-04-02 08:16,857,1,0.212,258,117,0,1,0.781,DDoS,1
192.168.2.124,2026-04-02 08:46,48,9,0.048,1409,3,2,1,0.25,Normal,0
192.168.8.171,2026-04-02 08:06,770,4,0.121,323,138,0,1,0.809,DDoS,1
192.168.5.21,2026-04-02 08:18,48,12,0.092,582,9,1,1,0.217,Normal,0
192.168.3.237,2026-04-02 08:18,141,3,0.454,227,21,121,1,0.892,BruteForce,1
192.168.1.129,2026-04-02 08:44,13,9,0.017,357,9,2,1,0.084,Normal,0
192.168.9.25,2026-04-02 08:23,30,7,0.078,244,3,1,1,0.272,Normal,0
192.168.10.219,2026-04-02 08:11,7,3,0.098,910,8,2,1,0.18,Normal,0
192.168.10.219,2026-04-02 08:15,980,2,0.123,288,95,0,1,0.836,DDoS,1
192.168.5.104,2026-04-02 08:50,900,1,0.078,299,106,0,1,0.992,DDoS,1
192.168.9.60,2026-04-02 08:50,85,3,0.805,329,31,121,1,0.78,BruteForce,1
192.168.6.134,2026-04-02 08:00,55,14,0.041,1287,3,1,1,0.205,Normal,0
192.168.10.209,2026-04-02 08:11,996,4,0.225,279,150,0,1,0.937,DDoS,1
192.168.6.41,2026-04-02 08:28,113,76,0.232,854,22,3,1,0.133,Scanning,1
192.168.6.153,2026-04-02 08:40,36,12,0.059,413,9,0,1,0.294,Normal,0
192.168.6.42,2026-04-02 08:11,38,15,0.069,597,8,2,1,0.105,Normal,0
192.168.2.110,2026-04-02 08:34,51,9,0.031,604,4,1,1,0.053,Normal,0
192.168.5.187,2026-04-02 08:52,988,1,0.129,243,184,0,1,0.954,DDoS,1
192.168.8.80,2026-04-02 08:21,126,78,0.176,1475,16,5,1,0.024,Scanning,1
192.168.10.50,2026-04-02 08:07,60,13,0.066,1467,6,1,1,0.164,Normal,0
192.168.3.57,2026-04-02 08:34,33,9,0.045,1382,7,1,1,0.205,Normal,0
192.168.5.77,2026-04-02 08:16,88,60,0.192,1589,20,2,1,0.104,Scanning,1
192.168.7.14,2026-04-02 08:15,96,3,0.409,459,32,41,1,0.689,BruteForce,1
192.168.6.51,2026-04-02 08:48,159,2,0.95,338,42,120,1,0.811,BruteForce,1
192.168.10.101,2026-04-02 08:56,617,3,0.079,104,110,0,1,0.758,DDoS,1
192.168.7.37,2026-04-02 08:16,15,7,0.058,697,7,1,1,0.163,Normal,0
192.168.7.16,2026-04-02 08:10,18,15,0.042,1396,1,2,1,0.114,Normal,0
192.168.1.102,2026-04-02 08:10,1109,2,0.101,308,89,0,1,0.721,DDoS,1
192.168.5.211,2026-04-02 08:46,27,14,0.1,1030,10,2,1,0.004,Normal,0
192.168.5.195,2026-04-02 08:54,639,4,0.153,173,136,0,1,0.962,DDoS,1
192.168.5.29,2026-04-02 08:00,514,3,0.147,238,147,0,1,0.704,DDoS,1
192.168.4.154,2026-04-02 08:51,452,4,0.258,368,144,0,1,0.867,DDoS,1
192.168.10.193,2026-04-02 08:15,31,5,0.086,1477,1,1,1,0.115,Normal,0
192.168.4.238,2026-04-02 08:35,196,3,0.869,189,23,86,1,0.831,BruteForce,0
192.168.5.23,2026-04-02 08:12,12,3,0.034,1412,4,2,1,0.283,Normal,0
192.168.1.8,2026-04-02 08:11,47,57,0.124,757,20,1,1,0.124,Scanning,1
192.168.8.170,2026-04-02 08:45,38,9,0.035,442,9,0,1,0.106,Normal,0
192.168.5.45,2026-04-02 08:06,10,8,0.073,680,6,2,1,0.181,Normal,0
192.168.3.198,2026-04-02 08:09,336,1,0.203,131,169,0,1,0.814,DDoS,1
192.168.1.111,2026-04-02 08:00,8,3,0.08,760,9,2,1,0.282,Normal,0
192.168.10.101,2026-04-02 08:27,34,14,0.068,695,10,0,1,0.156,Normal,0
192.168.5.143,2026-04-02 08:53,409,3,0.167,149,103,0,1,0.973,DDoS,1
192.168.10.177,2026-04-02 08:20,456,3,0.152,178,182,0,1,0.85,DDoS,1
192.168.6.242,2026-04-02 08:42,31,9,0.048,529,7,1,1,0.274,Normal,0
192.168.5.246,2026-04-02 08:37,44,3,0.097,1076,6,0,1,0.041,Normal,0
192.168.6.150,2026-04-02 08:11,640,3,0.075,196,170,0,1,0.71,DDoS,1
192.168.3.194,2026-04-02 08:51,1190,4,0.169,212,142,0,1,0.831,DDoS,1
192.168.2.40,2026-04-02 08:05,46,7,0.033,482,2,0,1,0.132,Normal,0
192.168.5.86,2026-04-02 08:49,38,12,0.082,1192,1,0,1,0.054,Normal,0
192.168.4.140,2026-04-02 08:10,21,13,0.002,1470,2,0,1,0.049,Normal,0
192.168.10.173,2026-04-02 08:21,13,13,0.038,707,2,1,1,0.155,Normal,0
192.168.4.79,2026-04-02 08:16,58,3,0.036,846,10,1,1,0.143,Normal,0
192.168.8.82,2026-04-02 08:41,43,11,0.051,314,6,1,1,0.044,Normal,0
192.168.4.51,2026-04-02 08:29,55,31,0.197,1495,26,3,0,0.012,Scanning,1
192.168.7.44,2026-04-02 08:52,16,7,0.019,475,4,1,1,0.055,Normal,0
192.168.2.228,2026-04-02 08:17,1111,2,0.138,257,166,0,1,0.833,DDoS,1
192.168.6.238,2026-04-02 08:00,184,2,0.656,401,51,130,1,0.62,BruteForce,1
192.168.3.6,2026-04-02 08:00,1187,4,0.155,281,90,0,1,0.792,DDoS,1
192.168.7.221,2026-04-02 08:24,48,14,0.017,446,9,1,1,0.095,Normal,0
